service_name,company_name,service_id,consumerIdentification,orientation,patter_regular,ejemplo
Gas Residencial,Petroperu Gas,162bab8b-7b76-4048-a24c-091b8c5d5d2b,Nro. de cliente o suministro,Escribe los 5 dígitos de tu Código Único de Cliente o Suministro. Encuéntralo en la parte superior izquierda del recibo (en amarillo) o llamando a PETROPERÚ al 0-801-14441.,,
Pasajeros,PeruRail SA,0f1c1eb5-8af6-4b77-a1a0-6d5ecdfa4518,Reserva,La reserva comienza con 'WEB' seguido de 7 dígitos. <br>Por ejemplo: WEB1683755,,
Cobranzas,Perufarma SA,8a68cfd6-0323-4742-bcbf-da5acb702fa3,DNI o RUC,,,
Cobranzas,PeruCred,51BD6848-7E9E-4778-968D-B5E1EE132B42,DNI,,,
Internet,Peru Fibra,F69EE2F4-B325-40AC-B399-09EA3DE0287C,Código de Pago - DNI - RUC - CE,,,
Cuota de Mantenimiento,PDH V Etapa,B30AB980-BBA5-4F84-BDDE-F0892C4B3AFA,Codigo,,,
Pagos Varios,Payvalida,CA721C52-7B9A-4D72-8F8D-D15A4ED79791,Nro. de Referencia,Ingresa el Nro. de Referencia completo. Ubícalo en la pantalla mostrada al elegir Payvalida como método de pago.<br>El código es temporal.,,
Recargas Payvalida Wallet,Payvalida,10B857B9-B4CE-4085-9E71-5DDF57F700D4,Nro. de Referencia,,,
Payments Latam Soles,Payments Latam,12483FE6-FC4E-47AE-AFD8-8C8EC3779E78,Código de Pago,La mayoría de códigos de pago tienen 10 dígitos.<br>Por ejemplo: 2878858334,,
Pago Cuota,Payjoy,EBCA7F07-1256-425C-A36F-A13589AF3A59,DNI,"Puedes pagar hasta S/.3,000 en esta empresa.",,
Paycash,Paycash,2755B360-3FED-4BD2-9119-4F1EA36C61AE,Nro. de Referencia,Ingresa los 13 dígitos de tu Nro. de Referencia mostrada al elegir PayCash como método de pago.,,
Var Activ Viajes,Patronato Markham,aad325a2-d74c-4b0f-a51e-599693222694,Cod. Alumno,,,
Cobranza Soles,Pasqueño,7CF133E1-CEE1-45AC-9445-EEC5593D15FD,RUC o DNI,,,
Cobranza Soles,Parts and Service Anadi,9c2cba24-2238-4d2d-b54b-3ee823dedd6f,RUC,,,
Edificio Parque Tejada,PARQUE TEJADA - NEXO,c418c879-f214-47dc-a510-171a0b78c0c4,Nro. de Departamento,,,
Sepultura - Servicio Funerario,Parque del Recuerdo,c51ecb65-8d45-4f7c-881b-553a69914cd9,DNI,,,
Pago Inicial Trujillo,Parque del Norte,ed86fb03-0eab-4ac4-acac-801b9a43b280,Código del Vendedor,,,
Pago Inicial Chiclayo,Parque del Norte,61e090de-1b84-43a1-ab6f-789ac5b71829,Código del Vendedor,El código de vendedor tiene 8 dígitos.,,
Cuota Administrativa - CUA,Parque del Norte,dbe33005-5e2c-4b99-b54b-a8c55c9ae4d0,Nro. de Contrato,El número de contrato tiene 7 dígitos.<br>Por ejemplo: 5073565,,
Cuota Mensual Soles,Parque del Norte,65c92c6a-01d8-4f18-a7c5-a8f1fcbc35b2,Nro. de Contrato,Los números de contrato tienen 7 dígitos.<br>Por ejemplo: 5070986,,
Sepultura MN,Parque de la Esperanza,5A81872E-C33C-449A-8199-4719CCD8696A,DNI,,,
Servicios Varios Pandero,Pandero SA,b2827967-36b3-485f-85e0-eeef458d2523,Nro. de DNI - CI - CE - PS O RUC,,,
Cuota Mensual,Pandero SA,f910d575-176b-4205-8388-6fc4a95d15a3,RUC o DNI o CE,Este servicio es para pagos en dólares,,
Pensiones,Pamer Huancayo,36ef4c15-cad1-4f69-9d97-8ddcf1c0a579,Cod. Cliente,El código de cliente tiene 7 dígitos. <br>Por ejemplo: 9650813,,
PagoEfectivo Soles,PagoEfectivo,88dbf225-091a-479f-8ffa-34a13c48daaf,Código de Pago (CIP),Ingresa todo el Código de Pago que aparece en la información mostrada al elegir PagoEfectivo como método de pago. El código es temporal.,,
PagoEfectivo Dólares,PagoEfectivo,8b5fc72f-6367-45d5-94ed-c7757675256a,Código CIP,El código tiene 8 dígitos. <br>Por ejemplo: 281898838,,
PagoDirecto Soles,PagoDirecto,5ebc7a34-5c55-4a1d-8bac-a5a790ccb790,Código de Pago (CIP),Coloca los 7 dígitos del Código de Pago ubicado en la pantalla mostrada al elegir PagoDirecto como método de pago. El código es temporal.,,
Pacifika Catálogo,Pacifika,c099d44a-2e5e-4bec-8630-cb566ccbc55e,DNI,,,
PACIFICODEXN,PACIFICODEXN,3403F37B-1538-4A73-9A2C-A588EB9FE137,DNI o RUC,,,
PACIFICODEXI,PACIFICODEXI,0FB46C7B-0793-46A7-8CDA-EB8CC5924479,DNI o RUC,,,
Paci,Paci,9422BD31-3F57-4605-ADE1-906366C519B2,Cod. Cliente,,,
17 Pagos Varios Generales,Pacífico Seguros,b81f03ac-9cf1-4908-8a9b-0400f9f075dc,Nro. de DNI-RUC-CE-PAS,,,
05 Pagos Varios EPS,Pacífico Seguros,e669235a-450a-4bf2-863e-439604229e8c,Nro. de DNI - RUC - CE - Pasaporte,,,
11 Primer Pago Vida,Pacífico Seguros,03d097c3-215d-4def-a217-f355be53ff12,Nro. de Solicitud-Certificado,,,
07 Otros ME,Pacífico Seguros,5138ce6a-ed3c-4ade-b609-8572647f2de2,Nro. de DNI-RUC-CE-PAS-Poliza,,,
03 Salud ME,Pacífico Seguros,8B977AD2-D909-4739-9A2E-05357288C2C5,Nro. de DNI-RUC-CE-PAS,,,
13 Primer Pago Generales,Pacífico Seguros,e84876df-8aae-4b5a-ab7e-79b29e87fb76,Nro. de Solicitud-Certificado,,,
01 Autos ME,Pacífico Seguros,6eb75b37-e711-4775-95c2-84d7b3078671,Nro. de DNI-RUC-CE-PAS-Poliza,,,
05 Vida ME,Pacífico Seguros,bc61f81e-111b-4015-871e-38339ea086e3,Nro. de DNI-RUC-CE-PAS-Poliza,,,
01 EPS Salud MN,Pacífico Seguros,9bdcaa26-2a91-478c-86a3-525ed353eb58,Nro. de DNI - RUC - CE - Pasaporte,,,
02 Autos MN,Pacífico Seguros,30c00641-5c2f-49a3-804a-de31919e3256,Nro. de DNI - RUC - CE - Pasaporte,,,
19 Inclusión Vida Grupo,Pacífico Seguros,e0ed905f-ee13-459c-ac70-e2208aa47d29,DNI RUC CE PASAPORTE,,,
06 Vida MN,Pacífico Seguros,a651ab2b-2c41-4c4e-ae08-0ef623d5740d,Nro. de DNI - RUC - CE - Pasaporte,,,
04 Salud MN,Pacífico Seguros,1E0D31F7-E18E-47BB-922F-C74F0A8637D0,Nro. de DNI - RUC - CE - Pasaporte,,,
08 Otros Seg MN,Pacífico Seguros,23b3cd52-fd78-42b0-866e-f5bd14b41cdd,Nro. de DNI - RUC - CE - Pasaporte,,,
15 Pagos Varios Vida,Pacífico Seguros,c7d8e3c0-92f8-4a01-9f14-eb1b70292dec,DNI o RUC,,,
20 Posventa Vida,Pacífico Seguros,9806242e-91f5-4229-8269-e6d170da5c4e,Nro. de Póliza,El nro de póliza tiene 9 dígitos. <br>Por ejemplo: 601792982,,
16 Pagos Varios Vida,Pacífico Seguros,0de40f16-f1a0-41a6-bae0-367fca68e26c,DNI o RUC,,,
18 Pagos Varios Generales,Pacífico Seguros,ebe52d56-1024-46a2-84f3-b800452644fa,DNI - RUC - CE - Pasaporte,,,
Osnet Soles,Osnet Wireless,9c0b8665-d2da-4788-b9c0-1e509c03f766,Cod. Cliente,,,
Osnet Siscom Soles,Osnet Siscom,EE84741D-EF70-41BF-9153-6ABE19FA770B,Cod. Cliente,El código de cliente tiene 4 dígitos. <br>Por ejemplo: 4404,,
Pago RD RM OP,Osinergmin,ccb3f7c3-1d29-4abd-b85d-6c3bb02b2d4d,Código de Pago o RUC,Estos son algunos ejemplos de códigos de pago: RD6712021 / RM612025,,
Multas PAS,Osinergmin,41e18631-832f-4176-91f4-d198ae582501,Expediente o Infrancción,Se trata de un número de 12 dígitos.<br>Por ejemplo: <b>202300286303</b>,,
Subsanaciones,Osinergmin,c12095d0-1cb2-4f4a-850a-9962e2b819b0,Código de Pago,,,
Cobranza Soles,Oriunda,A45B02AF-75D5-4B7D-A2EB-7E89A6E891D2,Codigo de Cliente,,,
Pago de Pedidos,Oriflame,2d5ab087-45d6-48f9-8b0a-7fe68cff710f,Código de Emprendedor,El código de emprendedor tiene 6 dígitos y son sólo números.<br>Por ejemplo: 487455,,
APR - OEFA,Organismo de Evaluación y Fiscalización Ambiental,62699887-f90f-4161-b82d-2ec397b4bf6a,Código de Autogenerado o RUC,,,
Pensiones NSConsuelo,Orden De San Agustín,94376580-B0A8-4333-82E5-2E12688B5DE8,DNI Alumno,,,
Cobranzas,OQCORP SAC,EB18C306-E15D-4ADC-84A0-7CF71FEEAA62,RUC,,,
Internet,One Fibra,A331D143-AA88-4125-A0F0-349E386AE5A8,Nro. de DNI o RUC,,,
Renovación Cuotas,Onco - Auna,98a76172-203f-4d10-a505-2d65d1e54fe3,"Grupo Familiar, DNI o RUC",,,
Pago Fácil,Onco - Auna,cac844bd-6a0b-44ac-8b21-1bd7e97743cc,"Grupo Familiar, DNI o RUC",,,
Pago de Pedidos,Omnilife,77cf94b5-6c48-4914-a4ca-e991e412bbec,Código de Distribuidor,,,
Olo Recarga,OLO,78A3F672-E612-44AF-83CE-BA179CDB9CD2,Cod. Cliente,La mayoría de códigos de cliente tienen 11 dígitos.<br>Por ejemplo: 51888891520,,
Cuenta Soles,Olivos del Sur,15992331-8ae7-4949-81cd-7538cba2ac6e,DNI o RUC,,,
Mensualidad,Olaz Internet,E04DBDFC-81B3-4497-9273-84DD7E248F56,DNI,Nro. de DNI,,
OKA Crédito,OKA,9C1FDC0C-50B8-4F2B-BFFD-BC91EE8FCBC0,Nro. de DNI,,,
OKA Efectivo,OKA,14674C97-D76E-43DC-994C-5E3E8DA749CC,Nro. de DNI,,,
Ohio National,Ohio National Seguros de Vida SAC,c646daff-7bc3-45aa-9ab3-86abb5951933,DNI,,,
Ohio National Soles Completa,Ohio National Seguros de Vida SAC,4505147d-a294-4689-8168-3ae86096268f,DNI,,,
Pago Primas Soles,Ohio National Seguros de Vida SAC,0bb47d9b-5f47-4c38-aea6-047cb1a21b1a,DNI-RUC Contratante,,,
Ohio National Completa,Ohio National Seguros de Vida SAC,64484e9e-87dc-49fd-9813-f40ea0238ab0,DNI,,,
San Martín,Obispado de Huacho,175aa12b-e421-4f98-9170-6253831ddfaf,Cod. Alumno,La mayoría de códigos de alumno tienen 7 dígitos.<br>Por ejemplo: 1210945,,
SJose,Obispado de Huacho,5a306703-9c0f-4465-9e09-647d27f36d8d,DNI Estudiante,La mayoría de DNI de Estudiante tienen 10 dígitos.<br>Por ejemplo: 1078986559,,
Anunciación,Obispado de Huacho,372d9d9c-ee96-49e6-b839-10b185320fe5,Cod. Alumno,El código de alumno tiene 7 dígitos y sólo números.<br>Por ejemplo: 1211993,,
Santa Rosa,Obispado de Huacho,db16d42d-d20d-4383-9038-b6989332491c,Cod. Alumno,Los códigos de alumno tienen el siguiente formato: <b>CPSRL9985</b>,,
Servicio de Internet,Nubyx,f5ba3d63-2d59-470b-b4d2-d897cf9cd58b,Cod. Cliente,El código de cliente sólo tiene números.,,
Cobranza,North Telecom,1f8f75b6-d68b-4ba5-b4c3-cbf865fbba9f,DNI Cliente,,,
Cobranza,Nor Oil Sac,73E736D0-5E5A-473B-AF26-1C417F794BA6,Ruc o DNI,,,
Recaudo Soles,Noatum Logistics Perú ,6CA3D17F-FFAF-4F5A-A1F7-25F16D6F277D,DNI o RUC,,,
Pago de Servicios Deuda Soles,Niubiz,377e7eef-aba5-4b90-990b-8d9bd8043ba1,Ruc Empresa Afiliada a Visanet ,,,
Multiservicios - Vendemas,Niubiz,C69FAC7B-226A-4699-A28F-A0A7C5C67425,Código de Comercio,El código de comercio tiene 9 dígitos.<br><br>Por ejemplo: 651034271,,
Servicio de Internet,Nextgen,01698FDD-A88E-40C5-9B95-20AAE80CD6E6,DNI,,,
Edificio Plaza 27,NEXO- PLAZA 27,803FE4C9-DDB6-48DB-B337-351A95C2A68C,Código de Pago,,,
Edificio The Sight,Nexo The Sight,B3A585AB-1BDC-468F-AA9D-3C14C2FC948A,Departamento,,,
Edificio Tulsi,NEXO GESTION - TULSI,07E7488D-CE2C-4495-A800-C1A9AB5B0ED9,Código de Pago,,,
Edificio Parque Naciones Unidas,NEXO GESTION - PARQUE NACIONES UNIDAS,21EE36E1-F4AB-4F68-945D-560D4FF280AF,Nro. de Departamento,,,
Edificio MID 490,NEXO GESTION - MID 490,616CDEDE-4227-4E3D-BEB4-5C98894EDB22,Código de Pago,,,
Edificio Chiclayo,NEXO GESTION - CHICLAYO,38CF412D-CEC3-42A6-B8EE-EE884459D5CD,Nro. de Departamento,,,
Edificio Valle Grande 4,Nexo Edificio Valle Grande 4,AB22467F-E45E-40D2-88DC-2052A866EB06,Nro. de Departamento,,,
Edificio Chamberi,Nexo Edificio Chamberi,10CB2EAF-3CF5-4C8D-8F84-0CFBBFEC22E8,Nro. de Departamento,,,
Edificio Benavides 1130,Nexo Edificio Benavides 1130,2B6F32A2-393A-4529-86D2-2DD86228FD4D,Nro. de Departamento,,,
Edificio Art 28,Nexo Edificio Art 28,4C0997BA-5751-4AE8-BA17-08AFB0CA106D,Nro. de Departamento,,,
Edificio Armendariz 111,Nexo Armendariz 111,D681B141-A22E-4EB4-BA21-834AF4DD6474,Nro. de Departamento,,,
Edificio Amalfi,Nexo Amalfi,01F68537-873F-4C5E-AB75-61F1FF3DF443,Departamento,,,
Edificio Los Pinos,NEXO - LOS PINOS,B95E4E4A-1BC8-44ED-A37C-065E16D03A81,Código de Pago,,,
Edificio Eucaliptos 385,NEXO - EUCALIPTOS 385,4698274A-D6CE-4C97-A976-1FB52EA45B37,Código de Pago,,,
Edificio We Live,NEXO - EDIFICIO WE LIVE,0DA694FB-9BC2-4679-A91D-471832F72496,Código de Pago,,,
Edificio Vivero,NEXO - EDIFICIO VIVERO,3EC39DA5-BF7E-42E9-9DAF-A60F7D8B0092,Nro. de Departamento,,,
Edificio Vibe,NEXO - EDIFICIO VIBE,87755E4E-4A47-44B8-A216-A76203944364,Código de Pago,,,
Edificio Valle Grande 2,NEXO - EDIFICIO VALLE GRANDE 2,F38296E5-51EB-471A-8365-4C7A112992D9,Nro. de Departamento,,,
Edificio Up Living,NEXO - EDIFICIO UP LIVING,76225E1E-D171-4161-8F6E-8CD0DCA2B84E,Código de Pago,,,
Edificio Piura 560,NEXO - EDIFICIO PIURA 560,F8373BF6-6586-444D-817A-00756A127F00,Código de Pago,,,
Edificio Monumento Grau,NEXO - EDIFICIO MONUMENTO GRAU,22E497D9-091A-45DD-AFAE-E6BEA2097DA2,Código de Pago,,,
Edificio Montes De Oro,NEXO - EDIFICIO MONTES DE ORO,EDEC325A-2057-4E89-A9CE-1BE5BA2A710F,Nro. de Departamento,,,
Edificio Los Cedros,NEXO - EDIFICIO LOS CEDROS,BC55BDDD-2C98-47FE-A261-C4FFA9A2D19C,Código de Pago,,,
Edificio Le Saule Deux,NEXO - EDIFICIO LE SAULE DEUX,05655F8B-3570-4A16-BF17-EC217D08E66E,Código de Pago,,,
Edificio El Sol 170,NEXO - EDIFICIO EL SOL 170,BFFE716C-1C04-4B76-B6C7-3DE6ED8CB917,Nro. de Departamento,,,
Edificio Connect,NEXO - EDIFICIO CONNECT,442A49A1-4076-4CF6-8EE2-E62626661EF8,Código de Pago,,,
Edificio Cala,NEXO - EDIFICIO CALA,BCF7069F-3C92-44FC-9334-CD7AA34ADD03,Nro. de Departamento,,,
Edificio Bohem,NEXO - EDIFICIO BOHEM,B8569D63-6636-40F3-8441-64EED4AA39D7,Código de Pago,,,
Edificio Atelier,NEXO - EDIFICIO ATELIER,07145D75-B47F-4EB0-830E-DE8D4566F886,Código de Pago,,,
Edificio Arica 750,NEXO - EDIFICIO ARICA 750,2DB5D666-65B3-44A0-AA43-4A63121B8C0E,Código de Pago,,,
Edificio Angamos 1649,NEXO - EDIFICIO ANGAMOS 1649,EE21C0F8-AED8-46C9-93F3-DAE315650784,Nro. de Departamento,,,
Edificio Amancae,NEXO - EDIFICIO AMANCAE,D170D0B9-7310-45A3-BA78-B43CB7FC6427,Código de Pago,,,
Edificio Alta,NEXO - EDIFICIO - ALTA,C97C6C01-CDCD-4BAB-85A1-4507D9B6F07C,Código de Pago,,,
Edificio Avanza,NEXO - AVANZA,DD398D6E-F0BD-4D7E-9E0A-3F5530A59BDD,Código de Pago,,,
Edificio Aliaga 650,NEXO - ALIAGA 650,F4E26EF8-1139-4256-A6AA-DFEEE0373949,Código de Pago,,,
Pagos Varios,Newton College La Molina,12D567C5-6FDD-4C32-8229-A82F43E9784F,Código de Alumno - 3 Letras del Deporte,,,
Neumann - Cta Soles,Neumann,9d85122c-2d41-4201-a556-c470d6983cb3,Código,,,
Neofiber,Neofiber,226A2B41-6E9F-499C-A99F-652AA965A660,DNI - CE,,,
Negociaciones Lucarvi,Negociaciones Lucarvi,83FCA549-3AB7-47A1-BB98-F54EC3603E39,DNI o RUC,,,
Natura Cosméticos,Natura,bd2acd77-d21f-49db-a410-5d20e4ba575e,Código de Consultora,,,
Anticipos CNS Natura,Natura,95e5fc4e-3ab9-4676-9f8f-ff2218f78b6f,Código de Consultora,,,
Cobranzas,MYMPROMEFAR,91B227D5-00F5-46EF-98E7-78910D8C2C93,Código de Cliente,,,
Impuesto Predial,Municipalidad Santa María del Mar,bfefc81e-6922-4d76-8e33-c1673e5024a6,Nro. de Recibo,,,
Arbitrios,Municipalidad Santa María del Mar,6b060bd0-8768-47a7-9470-9fc5404d1fea,Nro. de Recibo,El nro de recibo comienza con 00. <br>Por ejemplo: 00114200520254,,
Arbitrios,Municipalidad Punta Hermosa,0ead7a2d-939a-4cd3-829b-e8bf8a3b6c8a,Código de Cuponera,El código de cuponera tiene 14 dígitos.<br>Por ejemplo: <b>42508300322601</b>,,
Impuesto Predial,Municipalidad Punta Hermosa,f26287e8-ee85-484f-ad45-294932cc4f16,Código de Cuponera,El código de cuponera tiene 14 dígitos.<br>Por ejemplo: <b>00925000854200</b>,,
Predial y Arbitrios,Municipalidad Distrital Victor Larco Herrera,87a1c866-7019-41a8-8760-c2250b379e64,Código de Contribuyente,,,
Otros Tributos,Municipalidad Distrital Victor Larco Herrera,6b540f37-997f-4380-82a2-fb5bb8f9f425,Código de Tributo,El código de tributo tiene 2 a 3 dígitos.<br>Por ejemplo: 79,,
Arbitrios,Municipalidad de Surquillo,db13ffa5-dbf7-4d52-83d8-53cf1f0925ea,Código BCP,,,
Predial,Municipalidad de Surquillo,3a66c144-f19e-4fdd-82b6-09d78c1a28fa,Código de BCP,El código tiene 12 dígitos. <br>Por ejemplo: 456075100000,,
Imp. Predial - Arbitrios,Municipalidad de Surco,96d8da74-1457-4afc-9369-c4d15f0de33b,Nro. de Recibo,Ingresa los 13 dígitos de tu recibo,,
Imp. Predial - Arbitrios,Municipalidad de San Isidro,25430f06-7ba2-486f-8032-07556662a33e,Nro. de Recibo,Ingresa los 13 dígitos de tu recibo,,
Arbitrios,Municipalidad de San Borja,4bd218c7-c674-4f1d-a2e5-db7b6fd1cfe9,Nro. de Recibo,,,
Impuesto Predial,Municipalidad de San Borja,b318cec0-b050-462b-b7aa-887807224241,Nro. de Recibo,,,
Predial Arbitrios y Multas con Beneficios,Municipalidad de Pueblo Libre,AF1BD6EB-7C38-4D9A-87F1-16D44AA2AA08,Código de Contribuyente,El código de contribuyente tiene 5 dígitos.<br>Por ejemplo: <b>42799</b>,,
Predial Arbitrios y Multas ADM,Municipalidad de Pueblo Libre,5ab4d4db-8000-4cde-8614-12f06672b180,Código de Contribuyente,El código de contribuyente tiene 5 dígitos.<br>Por ejemplo: <b>42799</b>,,
Impuesto Predial,Municipalidad de Pucusana,663c5dc1-b6b9-4d0c-94a5-0390ed5f15ad,Código de BCP,,,
Arbitrios,Municipalidad de Pucusana,1cc61d13-81ff-4bfb-a891-54dd53a49675,Código BCP,,,
Impuesto Predial y Arbitrios,Municipalidad de Miraflores,3e8a4905-a3ab-4d28-97a0-afb8aef98c63,Código de Facturación,El código de facturación tiene el siguiente formato: <b>0882500719449</b>,,
Predial,Municipalidad de Lince,507a1284-4b44-416a-ada4-cb945fc1b05f,Código de Contribuyente,,,
Arbitrios,Municipalidad de Lince,b9c10d25-c7e6-4979-9cfd-2b29f273a551,Código de Contribuyente,,,
Arbitrios Beneficio Anual,Municipalidad de Lince,ec038127-f2ab-4a55-8b59-4433379e00f6,Código de Contribuyente,,,
Impuesto Predial,Municipalidad de La Punta,acc67688-fa80-4cd9-b765-7c353d278cf2,Código de Pago BCP,,,
Arbitrios,Municipalidad de La Punta,90bec751-7269-49ae-9633-c26adf992f9e,Código de Pago BCP,,,
Tributos y Tasas,Municipalidad de La Molina,fc09d76d-01d6-4523-97ba-93135c4a9481,Nro. de Recibo,El número de recibo tiene 15 dígitos y tiene el siguiente formato: <b>100820247629224</b>,,
Arbitrios,Municipalidad de Barranco,a97c0fb5-bb88-42dd-8d8d-cea285055bbf,Código Único,,,
Predial,Municipalidad de Barranco,1faeb965-7dc6-4249-9ba6-a87721b3088a,Código Único,,,
Arbitrios,Municipalidad de Ate,605b5b22-1041-4df8-9ee1-82c366f8b84e,Código de Contribuyente,,,
Predial,Municipalidad de Ate,87baf7a5-0a6a-4260-9390-1d114bc61ec8,Código de Contribuyente,,,
Predial,Municipalidad de Asia,4b2fe480-499b-4f9b-b069-80c1d68ef787,Código de Contribuyente,,,
Arbitrios,Municipalidad de Asia,8bfe19d0-db41-4e6d-a40c-0eac95aa4a12,Código de Contribuyente,,,
Pagos Varios,Multiservicios Galindo,2bad5bf4-81fe-41e9-a56c-675a7a7f4791,RUC o DNI o Código de Cliente,,,
Cuota Gastos Comunes,Multibanca,4db612fd-43ec-4a45-a97e-81022d20a789,Código de Deposito,,,
Facturación MSC,MSC del Perú SAC,37831155-764b-40c3-a519-68a1218980b5,Nro. de Ticket,,,
CrediMujer Amazonas,Movimiento Manuela Ramos MMR,3d3788f2-9dd0-4aad-bdc4-6edafc948f45,Código Interno Administrativo Empresa,"Puedes pagar hasta S/.3,000 en esta empresa.",,
Cuenta Interna La Libertad,Movimiento Manuela Ramos MMR,3de18c96-8739-447c-b5c1-55d57239c872,Cod Socia o Banco Comunal,"El código tiene 13 caracteres, comienza con 'BC' y sigue con 11",,
Cuenta Interna Ucayali,Movimiento Manuela Ramos,78e38d4c-da65-44ac-adf9-6a51807b7882,Cod Socia o Banco Comunal,El código tiene el formato BC002 + 7 dígitos. <br>Por ejemplo: BC0020093166,,
Recarga Saldo,MovilRed SAC,42ccedb3-0a80-4fbd-b3c2-85db10e38dbc,Código de Comercio,,,
Tarjeta  Movilízate,Movilízate,E4F1CE09-1AB9-4093-B1B2-C444BD73F43C,Nro. de Tarjeta,,,
Pago de Cuotas - BC - Puno,Mov. Manuela Ramos - MMR,749c289f-2519-4e16-acc2-faaa4557ab8a,Cod Socia o Banco Comunal,,,
Pago de Cuotas - BC - Amazonas,Mov. Manuela Ramos - MMR,57ed7af9-2092-447d-818e-c52271f29f55,Cod Socia o Banco Comunal,,,
Pago de Cuotas - BC - San Martín,Mov. Manuela Ramos - MMR,320e084b-ab79-48ef-8653-686154f22983,Cod Socia o Banco Comunal,,,
Pago de Cuotas - BC - Ucayali,Mov. Manuela Ramos - MMR,b671c576-7ef6-4bfe-bf7a-faa661acdfcb,Cod Socia o Banco Comunal,,,
Pago de Cuotas - BC - La Libertad,Mov. Manuela Ramos - MMR,4a550078-c78a-4b9a-8c5a-4851e6341389,Cod Socia o Banco Comunal,,,
CrediMujer La Libertad,Mov. Manuela Ramos - MMR,76feca37-6c3f-4bc3-8c90-4bc0f59e3fbe,Código Interno Administrativo Empresa,,,
CrediMujer San Martin,Mov. Manuela Ramos - MMR,105dfb4d-ba11-43c3-a898-4e2cc2746fbf,Código Interno Administrativo Empresa,,,
CrediMujer Ucayali,Mov. Manuela Ramos - MMR,a26f2b3f-d9f1-4f7a-a20d-1fc6bbb1455e,Código Interno Administrativo Empresa,,,
CrediMujer Puno,Mov. Manuela Ramos - MMR,b8c3e83b-8041-48dd-ac92-ac3c92ec85c0,Código Interno Administrativo Empresa,,,
Varios Soles,Moto Repuestos & AB SAC,95402699-c31f-4cb4-8b74-7b24d0319f8e,Nro. de DNI o RUC del Comprador,,,
Edificio Mood,MOOD - NEXO,c4b1aa82-f395-40ce-8e89-d0aaf079c8c6,Nro. de Departamento,,,
Matrículas y Pensiones,Montessori Intercollege,8e50bf4f-9b83-49b7-ac2e-27b18535a203,Cod. Alumno,,,
Edificio Montagne,MONTAGNE-NEXO,8a719636-4e5d-4882-9eed-73e16d039473,Nro. de Departamento,,,
Pagos soles,Monnet Pagos,C595487F-453B-45BB-9120-C546875D567A,Código de Pago,Copia y pega todo el Código de Pago que hallarás en la pantalla mostrada al elegir Monnet como método de pago. El código es temporal.,,
Pagos dólares,Monnet Pagos,1AB32D19-DD40-488E-A136-D1E6908D27DD,Código de Pago,Copia y pega todo el Código de Pago que hallarás en la pantalla mostrada al elegir Monnet como método de pago. El código es temporal.,,
Recaudadora Soles,Modasa - Motores Diesel Andinos S.A.,5b7cb2e0-48fb-45fb-ab60-8d2d6464fca7,Nro. de DNI o RUC del Depositante ,,,
Mitsui Automotriz Soles,Mitsui Automotriz SA,119cb0b8-8aca-4eca-ad06-0db7e32575b2,Pedido - Cotización - Boleta - Factura,,,
Remesas,Misión Sur Oriental del Perú,e9c44cc3-fee0-4105-adc3-cee40cfd174f,Código de Iglesia,El código de cliente comienza con 7 y tiene 4 o 5 dígitos. <br>Por ejemplo: 70123,,
Diezmos y Ofrendas,Misión Peruana del Norte,706063db-2d4e-4ecb-b52f-2f016ed03dd5,Código de Iglesia,El código puede contener letras. Ejemplo: 4856 o R4856,,
Remesas,Misión Peruana del Lago TIticaca,c63dbeba-6d13-4525-ac9d-a495d1011b2b,Código de Iglesia,,,
Remesas,Misión Peruana Central Sur,867fe472-ed35-4081-96ce-c6cba7ae486e,Código de Iglesia,El código tiene 5 dígitos,,
Diezmos y Ofrendas,Misión Nor Oriental,f9f9bab5-7ea6-4453-ac7f-19f59d39c8d6,Código de Iglesia,,,
Remesas,Misión del Oriente Peruano,cd0781c7-4bd7-4273-90f6-56b22424a087,Código de Iglesia,El código tiene 5 dígitos. <br>Por ejemplo: 77182,,
Diezmos y Ofrendas,Misión Centro Oeste del Perú,d3ceb31a-613a-449a-bdbf-6e10c4420dc1,Código de Iglesia,,,
Remesas,Misión Central del Perú,9894d9eb-9266-4c9d-8bdd-bfcdcc405aaf,Código de Iglesia,La mayoría de códigos de iglesia tienen 5 dígitos.<br>Por ejemplo: 74686 / 74134,,
Pradera Etapa 4 Torre 2,Miranda Constructores SA ,F07E8220-A9FB-4CF8-AAA3-63820D97DB3B,Nro. de Departamento,,,
Altos Etapa 5,Miranda Constructores SA ,2BEF3CD3-85E1-42D2-A68F-F1F1B498CA26,Nro. de Departamento,,,
Pradera Etapa 4,Miranda Constructores SA ,F84A148A-A8C6-471B-AE5F-195A724F7E60,Nro. de Departamento,,,
Pradera Etapa 3 y Etapa 5,Miranda Constructores SA ,fda524fd-6e4b-4598-9bf0-9cb4682c2f45,Nro. de Departamento,,,
Altos Etapa 4,Miranda Constructores SA ,f181df67-4fae-4bea-b34c-770d1a9c811f,Nro. de Departamento,El número de departamento tiene el siguiente formato: <b>ALTOS04T03ESA</b>,,
Edificio Arequipa,Miraflores Nexo Gestion Inmobiliaria,0E01EF3C-F832-4A0D-AD1E-DC809CD40E79,Código de Pago,Por ejemplo: 201 / 1104,,
Edificio Miraflores 56,MIRAFLORES 56 - NEXO,d8e89045-0b21-473b-ac4b-8dd72d9dc084,Nro. de Departamento,,,
